39, State-gov,2, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,11,1,40, United-States, <=50K
45, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, ?, <=50K
41, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1,40, United-States, >50K
42, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,1,40, United-States, <=50K
59, Local-gov,1, 10th,6, Widowed, Other-service, Unmarried, Black, Female,0,1,30, United-States, <=50K
19, Local-gov,1, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,1,40, United-States, <=50K
58, Private,1, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,1,20, United-States, <=50K
42, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,1,40, Cambodia, >50K
20, Private,1, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,1,40, United-States, <=50K
32, Private,1, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,1,30, United-States, <=50K
45, Private,1, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,1,45, United-States, <=50K
50, Private,1, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
36, Private,1, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,1,40, United-States, <=50K
45, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,60, United-States, <=50K
17, Private,1, 11th,7, Never-married, Other-service, Own-child, White, Male,0,1,12, United-States, <=50K
59, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,20,1,40, United-States, <=50K
26, Private,1, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
37, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1,75, Thailand, >50K
19, ?,1, Some-college,10, Never-married, ?, Own-child, White, Male,0,1,24, Canada, <=50K
64, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
33, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,45, United-States, <=50K
33, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1,40, United-States, >50K
61, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
17, Private,1, 9th,5, Never-married, Other-service, Own-child, White, Male,5,1,24, United-States, <=50K
50, Self-emp-not-inc,1, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,12,1,98, United-States, <=50K
27, Local-gov,1, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,1,35, United-States, <=50K
30, Private,1, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,1,40, United-States, <=50K
43, Private,1, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,1,40, United-States, <=50K
44, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,36,1,40, United-States, >50K
35, Private,1, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,1,40, United-States, <=50K
25, Private,1, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,1,40, United-States, <=50K
24, Private,1, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,36,1,48, United-States, >50K
22, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,15, Germany, <=50K
42, Local-gov,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,26,1,40, United-States, >50K
34, Private,1, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,1,45, United-States, <=50K
60, Private,1, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,1,42, United-States, <=50K
21, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States, <=50K
57, Federal-gov,1, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,75,1,40, United-States, >50K
41, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,60, United-States, >50K
50, Private,1, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,1,45, United-States, <=50K
25, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,1,40, United-States, <=50K
50, Private,1, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, Ecuador, <=50K
36, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,45, United-States, <=50K
31, Private,1, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,1,40, United-States, <=50K
29, Local-gov,1, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,1,56, United-States, <=50K
21, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Male,0,1,45, United-States, <=50K
27, Private,1, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,1,40, United-States, <=50K
65, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,16, United-States, <=50K
37, Self-emp-inc,1, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,1,60, United-States, <=50K
39, ?,1, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,17,1,40, ?, <=50K
24, Private,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
38, Private,1, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,1,80, United-States, <=50K
48, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,38,1,40, United-States, >50K
21, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,1,25, United-States, <=50K
31, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,45, United-States, >50K
55, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,22,1,40, United-States, >50K
24, Private,1, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,1,40, Laos, <=50K
43, Private,1, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
26, Private,1, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,1,45, United-States, <=50K
46, Private,1, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,33, United-States, <=50K
35, Private,1, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, >50K
41, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,54, United-States, >50K
26, Private,1, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1,40, United-States, <=50K
34, Private,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,36,1,35, Taiwan, >50K
19, ?,1, Some-college,10, Never-married, ?, Own-child, Black, Female,0,1,25, United-States, <=50K
36, Self-emp-not-inc,1, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,1,40, United-States, >50K
22, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Male,0,1,15, United-States, <=50K
24, Private,1, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1,40, United-States, <=50K
77, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K
22, Private,1, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,1,40, Mexico, <=50K
29, Private,1, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,1,40, United-States, <=50K
62, Private,1, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,1,24, United-States, <=50K
39, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, <=50K
43, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-7,1,50, United-States, <=50K
35, Private,1, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1,45, United-States, <=50K
29, Private,1, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,1,40, United-States, <=50K
76, Self-emp-not-inc,1, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,10, United-States, <=50K
63, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,45, United-States, <=50K
23, ?,1, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,1,15, United-States, <=50K
43, Private,1, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,-9,1,50, United-States, >50K
58, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,40, United-States, <=50K
66, Private,1, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,10,1,55, United-States, <=50K
41, Private,1, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,1,45, United-States, <=50K
26, Private,1, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K
47, Private,1, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,1,40, United-States, <=50K
55, Local-gov,1, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, <=50K
53, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, <=50K
17, Private,1, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,1,48, Mexico, <=50K
30, Private,1, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,1,40, United-States, <=50K
49, Private,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,60, United-States, <=50K
19, Private,1, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,1,30, Haiti, <=50K
45, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,1,40, United-States, <=50K
26, Private,1, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,1,40, United-States, <=50K
38, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,36,1,40, United-States, >50K
36, State-gov,1, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,36,1,40, United-States, >50K
33, Private,1, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,1,20, United-States, <=50K
22, State-gov,1, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,1,40, United-States, <=50K
43, Self-emp-not-inc,1, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1,42, United-States, <=50K
67, ?,1, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,1,8, United-States, <=50K
30, ?,1, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,1,40, United-States, <=50K
56, Private,1, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,1,25, Iran, <=50K
31, Private,1, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,1,25, United-States, <=50K
33, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
26, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1,40, United-States, <=50K
33, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
46, Local-gov,1, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,30, United-States, <=50K
59, ?,1, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, >50K
38, Federal-gov,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, >50K
65, Private,1, 11th,7, Widowed, Other-service, Unmarried, Other, Male,0,1,40, United-States, <=50K
40, Private,1, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, >50K
42, Private,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,35, United-States, <=50K
26, Self-emp-not-inc,1, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, Portugal, <=50K
36, Private,1, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,1,24, United-States, <=50K
62, Private,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
43, Private,1, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,45, United-States, <=50K
43, Private,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,-8,1,45, United-States, >50K
22, Private,1, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,1,55, United-States, <=50K
28, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
56, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,45, United-States, <=50K
22, Private,1, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,1,15, United-States, <=50K
57, Private,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,1,45, United-States, >50K
39, Private,1, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,1,40, United-States, <=50K
26, Federal-gov,1, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,1,15, United-States, <=50K
17, Private,1, 11th,7, Never-married, Other-service, Own-child, White, Male,0,1,10, United-States, <=50K
40, State-gov,1, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,38, United-States, >50K
45, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1,40, United-States, <=50K
44, Private,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,1,40, United-States, <=50K
20, Local-gov,1, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1,10, United-States, <=50K
33, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1,40, United-States, <=50K
23, Private,1, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,1,40, United-States, <=50K
46, Self-emp-not-inc,1, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,30, United-States, <=50K
38, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,50, United-States, <=50K
54, Private,1, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1,40, United-States, <=50K
46, Private,1, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,-12,1,45, United-States, <=50K
25, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
46, Private,1, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K
36, Local-gov,1, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,1,40, United-States, <=50K
23, Private,1, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,1,25, United-States, <=50K
29, Private,1, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,1,40, United-States, <=50K
44, Private,1, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,-12,1,6, United-States, >50K
19, Private,1, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1,16, United-States, <=50K
19, Private,1, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,1,40, United-States, <=50K
35, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, United-States, >50K
27, Private,1, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,1,50, United-States, <=50K
46, Self-emp-not-inc,1, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
34, State-gov,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,38,1,45, ?, >50K
34, Private,1, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,1,35, United-States, <=50K
44, Private,1, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, <=50K
45, Private,1, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,0,1,40, United-States, <=50K
20, ?,1, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,1,35, United-States, <=50K
25, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,55, United-States, >50K
52, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
20, Private,1, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States, <=50K
28, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,1,40, United-States, <=50K
50, State-gov,1, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,40, United-States, >50K
